Distance,Elevation
0.0,61.7052496006131
1.0,61.7256253098122
2.0,61.74595894550994
3.0,61.7662554634372
4.0,61.78651975536258
5.0,61.80675664909247
6.0,61.82697090847098
7.0,61.847167233379984
8.0,61.8673502597391
9.0,61.88752455950568
10.0,61.90769464067484
11.0,61.92786494727945
12.0,61.94803985939012
13.0,61.9682236931152
14.0,61.9884207006008
15.0,62.00863507003078
16.0,62.028870925626734
17.0,62.04913232764803
18.0,62.06942327239176
19.0,62.089747692192766
20.0,62.11010945542366
21.0,62.130512366494784
22.0,62.15096016585423
23.0,62.17145652998784
24.0,62.19200507141922
25.0,62.21260933870969
26.0,62.23327281645835
27.0,62.25399892530204
28.0,62.27479102191534
29.0,62.29565239901059
30.0,62.31658628533788
31.0,62.33759584568502
32.0,62.35868418087761
33.0,62.37985432777897
34.0,62.40110925929018
35.0,62.42245188435006
36.0,62.4438850479352
37.0,62.4654115310599
38.0,62.487034050776245
39.0,62.508755260174055
40.0,62.5305777483809
41.0,62.552504040562084
42.0,62.574536597920684
43.0,62.59667781769752
44.0,62.61893003317113
45.0,62.64129551365785
46.0,62.66377646451173
47.0,62.68637502712457
48.0,62.70909327892594
49.0,62.73193323338313
50.0,62.75489684000121
51.0,62.777985984322974
52.0,62.80120248792897
53.0,62.8245481084375
54.0,62.8480245395046
55.0,62.87163341082409
56.0,62.89537628812749
57.0,62.919254673184106
58.0,62.94327000380098
59.0,62.9674236538229
60.0,62.991716933132395
61.0,63.01615108764977
62.0,63.04072729933304
63.0,63.06544668617801
64.0,63.0903103022182
65.0,63.115319137524885
66.0,63.14047411820711
67.0,63.16577610641164
68.0,63.19122590032301
69.0,63.2168242341635
70.0,63.24257177819311
71.0,63.26846913870964
72.0,63.294516858048596
73.0,63.32071541458324
74.0,63.34706522272461
75.0,63.37356663292145
76.0,63.400219931660295
77.0,63.427025341465395
78.0,63.45398302089877
79.0,63.48109306456017
80.0,63.50835550308711
81.0,63.53577030315484
82.0,63.56333736747638
83.0,63.59105653480247
84.0,63.61892757992162
85.0,63.646950213660084
86.0,63.67512408288185
87.0,63.70344877048868
88.0,63.73192379542006
89.0,63.76054861265324
90.0,63.78932261320321
91.0,63.81824512412272
92.0,63.84731540850225
93.0,63.876532665470044
94.0,63.905896030192096
95.0,63.93540457387214
96.0,63.96505730375165
97.0,63.99485316310987
98.0,64.02479103126377
99.0,64.0548697235681
100.0,64.08508844208698
101.0,64.11831343244035
102.0,64.15162482046705
103.0,64.18501080279609
104.0,64.21845989874181
105.0,64.2519609247731
106.0,64.2855029693394
107.0,64.31907536805491
108.0,64.35266767923959
109.0,64.3862696598185
110.0,64.41987124157774
111.0,64.45346250777871
112.0,64.4870336701293
113.0,64.52057504611295
114.0,64.55407703667494
115.0,64.58753010426645
116.0,64.62092475124601
117.0,64.6542514986383
118.0,64.68750086525083
119.0,64.72066334714776
120.0,64.7537293974814
121.0,64.78668940668128
122.0,64.81953368300051
123.0,64.85225243342003
124.0,64.88483574490982
125.0,64.91734380430847
126.0,64.94978135913497
127.0,64.98214891574492
128.0,65.01444735901217
129.0,65.04667794889068
130.0,65.07884231746354
131.0,65.11094246648118
132.0,65.14298076538702
133.0,65.17495994983155
134.0,65.20688312067463
135.0,65.23875374347563
136.0,65.27057564847215
137.0,65.30235303104651
138.0,65.3340904526806
139.0,65.3657928423989
140.0,65.39746549869942
141.0,65.42911409197312
142.0,65.46074466741126
143.0,65.49236364840097
144.0,65.52425056553602
145.0,65.5564729516405
146.0,65.58898798540395
147.0,65.62175611803916
148.0,65.65474100690079
149.0,65.68790945033064
150.0,65.72123132372988
151.0,65.75467951685805
152.0,65.78822987235891
153.0,65.82186112551307
154.0,65.85555484521758
155.0,65.88929537619217
156.0,65.92306978241247
157.0,65.95686779177004
158.0,65.99068174195907
159.0,66.02450652759022
160.0,66.05833954853095
161.0,66.09218065947296
162.0,66.12596661560815
163.0,66.15968474800748
164.0,66.19333137262339
165.0,66.22690451462766
166.0,66.26040385091926
167.0,66.29383065373113
168.0,66.32718773533676
169.0,66.36047939385537
170.0,66.39371136015673
171.0,66.42689074586491
172.0,66.46002599246155
173.0,66.49312682148812
174.0,66.52601432201938
175.0,66.55871351655018
176.0,66.5912650065581
177.0,66.62370891596127
178.0,66.65608488634565
179.0,66.68843207288634
180.0,66.72078914096282
181.0,66.75319426346849
182.0,66.78568511881407
183.0,66.81829888962527
184.0,66.85107226213448
185.0,66.88404142626636
186.0,66.91724207641785
187.0,66.95070941293189
188.0,66.98447814426554
189.0,67.01858248985195
190.0,67.05305618365657
191.0,67.0879324784272
192.0,67.12324415063854
193.0,67.15902350613031
194.0,67.19530238643982
195.0,67.2321121758285
196.0,67.26948380900241
197.0,67.30744777952704
198.0,67.34603414893601
199.0,67.38527255653389
200.0,67.42519222989317
201.0,67.46582199604516
202.0,67.50719029336518
203.0,67.54932518415161
204.0,67.5922543678993
205.0,67.6360051952665
206.0,67.68060468273669
207.0,67.72607952797375
208.0,67.77245612587161
209.0,67.81974094333059
210.0,67.867826354775
211.0,67.91671716033517
212.0,67.96641681523346
213.0,68.01692742261146
214.0,68.06824972679118
215.0,68.12038310697008
216.0,68.17332557135038
217.0,68.22707375170216
218.0,68.2816228983605
