Distance,Elevation
0.0,20.644845096752285
1.0,20.60688459301646
2.0,20.570754189785156
3.0,20.536416349777806
4.0,20.503833883458658
5.0,20.4729699490368
6.0,20.443788052466132
7.0,20.41625204744539
8.0,20.390326135418125
9.0,20.365974865572714
10.0,20.343163134842367
11.0,20.32185618790511
12.0,20.30201961718379
13.0,20.2836193628461
14.0,20.266621712804533
15.0,20.250993302716413
16.0,20.2367011159839
17.0,20.22371248375397
18.0,20.211995084918424
19.0,20.201516946113884
20.0,20.192246441721807
21.0,20.18415229386847
22.0,20.17720357242496
23.0,20.171369695007222
24.0,20.166620426975992
25.0,20.16292588143685
26.0,20.16025651924019
27.0,20.158583148981243
28.0,20.157876927000054
29.0,20.1581093573815
30.0,20.15925229195527
31.0,20.161277930295896
32.0,20.164158819722722
33.0,20.16786785529992
34.0,20.17237827983649
35.0,20.177663683886248
36.0,20.183698005747846
37.0,20.19045553146475
38.0,20.19791089482526
39.0,20.20603907736249
40.0,20.214815408354394
41.0,20.224215564823734
42.0,20.23421557153811
43.0,20.244791801009935
44.0,20.25592097349646
45.0,20.26758015699975
46.0,20.279746767266698
47.0,20.292398567789018
48.0,20.30551366980326
49.0,20.31907053229079
50.0,20.333047961977798
51.0,20.3474251133353
52.0,20.36218148857914
53.0,20.37729693766998
54.0,20.392751658313315
55.0,20.40852619595946
56.0,20.424601443803553
57.0,20.44095864278556
58.0,20.45757938159027
59.0,20.4744455966473
60.0,20.491539572131085
61.0,20.508843939960894
62.0,20.526341679800808
63.0,20.544016119059748
64.0,20.561850932891446
65.0,20.579830144194467
66.0,20.597938123612202
67.0,20.616159589532856
68.0,20.634479608089467
69.0,20.6528835931599
70.0,20.671357306366836
71.0,20.68988685707779
72.0,20.708458702405096
73.0,20.727059647205913
74.0,20.74567684408223
75.0,20.764297793380848
76.0,20.78291034319341
77.0,20.801502689356372
78.0,20.820063375451017
79.0,20.83858129280345
80.0,20.857045680484614
81.0,20.87544612531025
82.0,20.893772561840958
83.0,20.912015272382135
84.0,20.930164886984016
85.0,20.948212383441653
86.0,20.966149087294934
87.0,20.98396667182856
88.0,21.001657158072067
89.0,21.0192129147998
90.0,21.036626658530952
91.0,21.05389145352952
92.0,21.07100071180433
93.0,21.087948193109046
94.0,21.10472800494214
95.0,21.121334602546913
96.0,21.1377627889115
97.0,21.15400771476885
98.0,21.17006487859674
99.0,21.185930126617777
100.0,21.201599801897395
101.0,21.21611166842222
102.0,21.22884792581862
103.0,21.23980318012005
104.0,21.24896919361415
105.0,21.256334919424567
106.0,21.26188653609277
107.0,21.265607482159872
108.0,21.271335370766284
109.0,21.279759742695113
110.0,21.289503621560883
111.0,21.298783771643524
112.0,21.30764632086403
113.0,21.31613665727435
114.0,21.32429948093012
115.0,21.332178855763374
116.0,21.339818261455285
117.0,21.3472606453089
118.0,21.35454847412181
119.0,21.36172378605895
120.0,21.36882824252525
121.0,21.37590318003842
122.0,21.382989662101636
123.0,21.390128531076282
124.0,21.397360460054657
125.0,21.404726004732733
126.0,21.412265655282834
127.0,21.420019888226413
128.0,21.428029218306712
129.0,21.436334250361543
130.0,21.444975731195992
131.0,21.45399460145514
132.0,21.463432047496788
133.0,21.47332955326417
134.0,21.483728952158724
135.0,21.49467247891275
136.0,21.50620282146219
137.0,21.518363172819306
138.0,21.531197282945456
139.0,21.544904178380627
140.0,21.5614789875346
141.0,21.58066792333475
142.0,21.60223469537611
143.0,21.62596014573742
144.0,21.649553121992405
145.0,21.673085154874915
146.0,21.69667061538999
147.0,21.720423238999434
148.0,21.74445619478539
149.0,21.76888215461401
150.0,21.793505755678947
151.0,21.816868067665283
152.0,21.83882638849958
153.0,21.85922419283919
154.0,21.87789087525819
155.0,21.894641490258234
156.0,21.91060168824315
157.0,21.92624994318466
158.0,21.94161850313731
159.0,21.95673798744027
160.0,21.97163743859007
161.0,21.986344374113298
162.0,22.000884838439354
163.0,22.015283454773158
164.0,22.029563476967873
165.0,22.04374684139764
166.0,22.05785421883029
167.0,22.071905066300076
168.0,22.085917678980397
169.0,22.09990924205652
170.0,22.113895882598303
171.0,22.12789272143293
172.0,22.141913925017615
173.0,22.155972757312348
174.0,22.170081631652604
175.0,22.18425216262208
176.0,22.1984952179254
177.0,22.212820970260868
178.0,22.227238949193158
179.0,22.241758093026075
180.0,22.256386800675248
181.0,22.271132983540873
182.0,22.286004117380426
183.0,22.301007294181396
184.0,22.31614927403401
185.0,22.331436537003952
186.0,22.34687533500509
187.0,22.362471743672184
188.0,22.378231714233657
189.0,22.394161125384247
190.0,22.41026583515781
191.0,22.42655173279999
192.0,22.443024790640955
