Distance,Elevation
0.0,50.96772147686651
1.0,50.96248721269835
2.0,50.959249271290254
3.0,50.95793352657836
4.0,50.95846676751858
5.0,50.96077669808662
6.0,50.96479193727794
7.0,50.97044201910778
8.0,50.97765739261115
9.0,50.986369421842845
10.0,50.996510385877414
11.0,51.008013478809204
12.0,51.020812809752314
13.0,51.034843402840636
14.0,51.05004119722781
15.0,51.06634304708729
16.0,51.08368672161225
17.0,51.10201090501569
18.0,51.12125519653035
19.0,51.141360110408755
20.0,51.162267075923204
21.0,51.18391843736576
22.0,51.206257454048284
23.0,51.22922830030239
24.0,51.252776065479466
25.0,51.27684675395068
26.0,51.301387285106976
27.0,51.326345493359064
28.0,51.35167012813743
29.0,51.37731085389234
30.0,51.40321825009383
31.0,51.429343811231696
32.0,51.45563994681554
33.0,51.482059981374704
34.0,51.50855815445832
35.0,51.5350896206353
36.0,51.56161044949431
37.0,51.588077625643805
38.0,51.61444904871201
39.0,51.64068353334692
40.0,51.66674080921632
41.0,51.692581521007746
42.0,51.71816722842851
43.0,51.74346040620572
44.0,51.768424444086236
45.0,51.793023646836694
46.0,51.817223234243514
47.0,51.84098934111288
48.0,51.864289017270764
49.0,51.887090227562894
50.0,51.90936185185477
51.0,51.93107368503169
52.0,51.952196436998705
53.0,51.97270173268065
54.0,51.992562112022114
55.0,52.01175102998749
56.0,52.03024285656092
57.0,52.048012876746334
58.0,52.06503729056743
59.0,52.08129321306768
60.0,52.09675867431033
61.0,52.1114126193784
62.0,52.125234908374686
63.0,52.13820631642175
64.0,52.150308533661935
65.0,52.16152416525736
66.0,52.17183673138991
67.0,52.18123066726125
68.0,52.1896913230928
69.0,52.197204964125795
70.0,52.20375877062121
71.0,52.209340837859784
72.0,52.213940176142074
73.0,52.21754671078836
74.0,52.220151282138744
75.0,52.22174564555306
76.0,52.22232247141094
77.0,52.22187534511178
78.0,52.220398767074755
79.0,52.217888152738816
80.0,52.21433983256268
81.0,52.20975105202484
82.0,52.20411997162356
83.0,52.19744566687689
84.0,52.189728128322635
85.0,52.180968261518395
86.0,52.17116788704152
87.0,52.16032974048916
88.0,52.14845747247821
89.0,52.13555564864537
90.0,52.12162974964709
91.0,52.106686171159595
92.0,52.090732223878895
93.0,52.073776133520774
94.0,52.05582704082077
95.0,52.036895001534226
96.0,52.016990986436234
97.0,51.996126881321665
98.0,51.974315487005164
99.0,51.95157051932115
100.0,51.927906974301344
101.0,51.899834846161006
102.0,51.870592985934714
103.0,51.840224448040516
104.0,51.808729908621466
105.0,51.776139635235374
106.0,51.742500598136466
107.0,51.70785579652006
108.0,51.672260820366716
109.0,51.63579464347222
110.0,51.59854989948193
111.0,51.56059557271563
112.0,51.52200358726591
113.0,51.48289553845618
114.0,51.443334683325986
115.0,51.40341101671879
116.0,51.36321809077483
117.0,51.322852074473325
118.0,51.28242698486648
119.0,51.24205322563719
120.0,51.20185753688313
121.0,51.16194686951468
122.0,51.122440396507464
123.0,51.083344194611634
124.0,51.04450413020975
125.0,51.005979437641216
126.0,50.96782944739632
127.0,50.92998943811947
128.0,50.892435955967194
129.0,50.855198574277615
130.0,50.818305040366596
131.0,50.78178801528189
132.0,50.745672067722495
133.0,50.70997915619482
134.0,50.674730514947775
135.0,50.63995244231607
136.0,50.60566113640962
137.0,50.57186840950691
138.0,50.538587239683466
139.0,50.50566818136876
140.0,50.47304513154601
141.0,50.44075286613204
142.0,50.40893444550461
143.0,50.37762473115076
144.0,50.346815485098446
145.0,50.31657333082095
146.0,50.28714132752776
147.0,50.25870648050057
148.0,50.231359191802355
149.0,50.205186097183955
150.0,50.18025666571111
151.0,50.15664360344658
152.0,50.1344223748886
153.0,50.11366126744652
154.0,50.09441249279489
155.0,50.076729930756784
156.0,50.06066827086771
157.0,50.04627812720983
158.0,50.03360441572954
159.0,50.02268944373938
160.0,50.01357588166357
161.0,50.00629785440658
162.0,50.00088741344079
163.0,49.997371819917376
164.0,49.99577228427873
165.0,49.99610803714644
166.0,49.99839258768978
167.0,50.002636795338404
168.0,50.00884759053659
169.0,50.017028538988626
170.0,50.027188255410564
171.0,50.03932571479126
172.0,50.053436074872096
173.0,50.06950947024491
174.0,50.08753178362811
175.0,50.10748512455595
176.0,50.12934498318317
177.0,50.15308512289059
178.0,50.17867910403244
179.0,50.20609554218362
180.0,50.23545254306401
181.0,50.26674652153823
182.0,50.29993106843929
183.0,50.33494719301657
184.0,50.371888278077186
185.0,50.41070711457755
186.0,50.45132274637426
187.0,50.49364885504819
188.0,50.537583629292044
189.0,50.583028196589545
190.0,50.62988640912469
191.0,50.67806204817673
192.0,50.72746086896178
193.0,50.777983474215304
194.0,50.82953552333906
195.0,50.88202552454186
196.0,50.93535508519372
197.0,50.9894248377496
198.0,51.04412907976431
199.0,51.09935562449443
200.0,51.154990644230935
201.0,51.2109322397375
202.0,51.26705826349708
203.0,51.32317749905387
204.0,51.378884575510554
205.0,51.43411498590974
206.0,51.488843266931056
207.0,51.543044029618386
208.0,51.596611411184135
209.0,51.64948519850853
210.0,51.70174969650074
211.0,51.75346143394668
212.0,51.804556284877435
213.0,51.855002395672486
214.0,51.90480367519366
215.0,51.953952517790206
216.0,52.00238395425993
217.0,52.050075193834275
218.0,52.09707908280471
219.0,52.1434309540302
220.0,52.1890622177777
221.0,52.23397536981188
222.0,52.278179886435055
223.0,52.32170456336417
224.0,52.3642810470012
225.0,52.40596267405633
226.0,52.4468012011192
227.0,52.48688545848535
228.0,52.526287381790524
229.0,52.56506347338332
230.0,52.60327009348239
231.0,52.64096958672125
232.0,52.67826144175452
233.0,52.71520949744547
234.0,52.751880150947805
235.0,52.78834122821376
236.0,52.824617404952775
237.0,52.860738146929066
238.0,52.89676522732397
239.0,52.9327623134554
240.0,52.968779753278966
241.0,53.00472593265157
242.0,53.04066366400081
243.0,53.07666132295865
244.0,53.112789064813114
245.0,53.14880718546909
246.0,53.184427213664826
247.0,53.219672698527894
248.0,53.2545649671124
249.0,53.28910420740298
250.0,53.32329371974327
251.0,53.357154207742084
252.0,53.39070460988987
253.0,53.4239567589287
254.0,53.45690676418513
255.0,53.48957305138556
256.0,53.52197282181449
257.0,53.55412224087974
258.0,53.586016579984765
259.0,53.61767052389938
260.0,53.64910132245448
261.0,53.68032575507957
262.0,53.7114459756764
263.0,53.74253312841911
264.0,53.77358280341732
265.0,53.804592044721886
266.0,53.83557549406444
267.0,53.866583493026546
268.0,53.89760883735095
269.0,53.92864691216767
270.0,53.95969582644429
271.0,53.9907557268126
272.0,54.021830583492175
273.0,54.05292759891039
274.0,54.08405722135189
275.0,54.115230858233865
276.0,54.14646422667361
277.0,54.17777888997154
278.0,54.209200139252154
279.0,54.24074901406411
280.0,54.27208531783309
281.0,54.303134482608705
282.0,54.33388328755961
283.0,54.36429420850173
284.0,54.39396820577537
285.0,54.42287130552235
286.0,54.45100634488901
287.0,54.47837392804352
288.0,54.504967246478024
289.0,54.53077929784092
290.0,54.5558053978233
291.0,54.58003883135447
292.0,54.60349086291317
293.0,54.62617747508039
294.0,54.64809109684492
295.0,54.669222695677654
296.0,54.68956183690863
297.0,54.70909698433133
298.0,54.72781450531205
299.0,54.74569916781394
300.0,54.76273455523908
301.0,54.779026087162954
302.0,54.7946457182952
303.0,54.80954816332469
304.0,54.823688891297635
305.0,54.83705498997248
306.0,54.8497036816625
307.0,54.86158004815829
308.0,54.872629822877386
309.0,54.88280051312337
310.0,54.89204802329661
311.0,54.900317248382564
312.0,54.90755841122687
313.0,54.91372339903887
314.0,54.918765870765235
315.0,54.922664803685045
316.0,54.92538012670379
317.0,54.92687343912309
318.0,54.927108781423584
319.0,54.92603346913291
320.0,54.923597881957676
321.0,54.91976525410543
322.0,54.91443412851122
323.0,54.90746609909726
324.0,54.898815769474595
325.0,54.888466498376204
326.0,54.87639572024109
327.0,54.86256640362727
328.0,54.846952990353564
329.0,54.8295372993763
330.0,54.81030010120841
331.0,54.78921697722752
332.0,54.76626645392205
333.0,54.74142655800379
334.0,54.714674226447904
335.0,54.68597268681628
336.0,54.65529444869359
337.0,54.62261178867799
338.0,54.58789664722662
339.0,54.551100502629346
340.0,54.51237859021093
341.0,54.471831733071824
342.0,54.42946830449737
343.0,54.385226065474285
344.0,54.33923399110934
345.0,54.29160719671455
346.0,54.24239155449806
347.0,54.19161604921694
348.0,54.13932863153106
349.0,54.08558036614699
350.0,54.030423159052816
351.0,53.973892201533744
352.0,53.916038830463116
353.0,53.856916363973994
354.0,53.79658175566456
355.0,53.735067907352914
356.0,53.67243149800878
357.0,53.608735412909255
358.0,53.544043219574206
