,sRw,tRw,reward_mean,reward_std,time_mean,time_std,mean_force,mean_velocities,mean_powers
0,0.4,30,-101.84272156064729,9.056182816873356,151.37999999999857,139.19509905165052,7.611121,6.52080441352719,59.493770295055484
1,0.4,35,185.70441379911549,0.2877954444108773,1929.4000000003016,12.615228892099912,5.862294,5.220658304778086,31.026180715575144
2,0.4,40,185.4167870104347,0.1431470833738723,1846.5200000002828,4.2785044115915465,6.123452,5.454778101970139,33.9105322420226
3,0.45,30,186.7112950825336,0.09351505265345152,1792.0600000002705,3.89671656654765,6.313948,5.6207046988945795,35.659862601039734
4,0.45,35,178.11052661520006,0.2700358110004378,1937.0400000003033,4.952413553007378,5.8349347,5.199905680666598,30.75794413194155
5,0.45,40,181.73753208246308,0.07204393487977535,2112.70000000027,10.198529305728881,5.3403673,4.767537172621926,28.407483277535324
6,0.5,30,178.91084175222483,0.11149371335270722,2063.4400000003116,19.485953915562956,5.482422,4.881704877565382,28.71286239360914
7,0.5,35,185.27757049567435,0.052111987595991574,1790.82000000027,3.122114667978169,6.315839,5.624652457932443,35.73270134516893
8,0.5,40,184.92893982016568,0.06248891781911993,1846.460000000283,3.505481422002631,6.1229286,5.455078998239467,33.669986165907744
